Label;year
W4250625690;2016
W4321453179;2023
W1632054745;2007
W1815890967;2014
W2003181798;2014
W2005565020;2010
W2013775848;2015
W2115666938;2012
W2117636939;2007
W2124150542;2003
W2135895969;2005
W2148664717;2002
W2159943641;2013
W2160874178;2010
W2187684876;2014
W2248213538;2016
W2257263163;2015
W2515584879;2005
W2559084939;2017
W2585008144;2016
W2593143273;2017
W2614090439;2018
W2730785884;2017
W2762939023;2017
W2766261490;2017
W2770871595;2019
W2785052811;2018
W2793922568;2018
W2809625363;2018
W2810324328;2018
W2826131599;2018
W2888230430;2018
W2902818013;2018
W2966119829;2019
W2974927116;2019
W2997657719;2019
W3004933611;2020
W3022897936;2020
W3024756814;2020
W3176933098;2021
W4200487090;2021
W4238667135;2018
W4240911746;2016
W4244182272;2017
W4289222731;2022
W51702393;2020
W147271000;2020
W1832761836;1999
W2108746493;1998
W2126446654;1999
W2139061407;1998
W2758165555;1999
W798698655;2015
W1487348976;2004
W1979123077;2008
W1985680292;2012
W1997227353;2007
W2003281881;2001
W2009302613;2010
W2017010650;1996
W2052217425;2007
W2074651373;2012
W2083040327;1995
W2086482593;2011
W2103444418;2002
W4234210122;2001
W2062251337;1989
W2106341825;2008
W2783735410;2018
W2079154526;2011
W2004950695;1995
W2028459750;1994
W2888190061;1985
W659306968;2017
W1607955541;1997
W1921365576;1994
W1596801600;2012
W2789894142;2017
W2145152277;2005
W2148032918;2006
W2164869671;2007
W2309892444;2011
W2617041904;2017
W2094110509;2013
W1552126030;1986
W1569179572;2011
W1981440192;1998
W1991443073;2000
W2102021514;1997
W2132321139;2007
W2338311254;['']
W3014588355;2013
W1741890539;2000
W2155235287;2015
W1965110143;2003
W2046447424;1986
W2093032252;1986
W2093950336;1979
W1975290307;2014
W11902000;2008
W45174656;2002
W48809960;1976
W324817242;2011
W1971131473;1998
W2095907159;1995
W2111644531;2008
W2120019947;2010
W2148117181;2002
W2235541405;1981
W2602618072;2020
W2886905748;2019
W2052870110;2001
W2126855386;2012
W824753523;2020
W100021918;1992
W160705998;1993
W1969675286;1994
W1987299553;1988
W2043135677;1995
W2114430957;1994
W2605443038;1990
W2778048430;1990
W2904149732;1992
W2329047932;2003
W12936306;1983
W54781708;1997
W112061426;1989
W337453949;1990
W381502534;1991
W1487890084;1989
W1546884251;1994
W1578652389;1989
W1967688017;1988
W1968331328;1995
W1987861518;1997
W1989233045;1991
W2001564915;1984
W2009749932;1990
W2017468518;1983
W2050956625;1992
W2061320251;1992
W2065253897;1995
W2079739744;1987
W2100848308;1994
W2129313922;1993
W2274685874;1990
W3217046821;1984
W2971844379;2019
W1988452791;1999
W2011802380;2008
W2026473157;2003
W2041650465;2009
W2064711908;2005
W2098880898;2004
W2110003872;2006
W2781932423;2016
W2966659620;2001
W3032460035;2019
W1788256432;1998
W1924618820;2013
W1996664733;2005
W2000999308;2010
W2021582351;1990
W2066806772;1995
W2149283653;2013
W2597900308;2017
W3194457742;2021
W19399978;1996
W54695609;2012
W72277116;2002
W177052343;2009
W379926905;2012
W1162875951;2019
W1619326135;1989
W1678981573;2012
W1836814083;2013
W1837512326;2015
W1984206720;2013
W1991107556;2013
W1993360240;2013
W2001517502;2014
W2028703397;2016
W2041143420;2005
W2055751228;2014
W2056591916;2011
W2079142153;2014
W2082973938;2014
W2115420294;2013
W2143309829;2011
W2161232319;2012
W2161710994;2014
W2203505108;2016
W2233729489;2015
W2267070679;2009
W2305681214;2015
W2398740425;2017
W2410990413;2018
W2417851030;2016
W2470842660;2016
W2474187140;2016
W2508949362;2017
W2515515065;2016
W2515896338;2018
W2517017383;2016
W2549213023;2017
W2558526923;2016
W2560774412;2018
W2561560046;2002
W2569331491;2017
W2584163155;2017
W2587341897;2017
W2724146920;2017
W2725772702;2017
W2774147784;2018
W2782694582;2017
W2783315044;2017
W2788483938;2017
W2791705274;2018
W2803629708;2019
W2808257344;2018
W2889061183;2019
W2907596484;2019
W2946683151;2019
W4313057380;2022
W2030838108;2012
W2050915511;2012
W2914656386;2019
W4315784275;2023
W1522111526;2013
W1990118139;1999
W2009999917;2007
W2015561345;2011
W2062588206;2014
W2070170675;2005
W2089339841;2008
W2091412557;2011
W2140868458;2015
W2570562782;2016
W2610945872;2017
W2616607803;2016
W2756866559;2017
W2783488042;2018
W2806724959;2018
W2809129811;2015
W2903650160;2018
W2904873481;2017
W2955152934;2019
W2994886932;2019
W3024787037;2020
W3033863693;2020
W3120839745;2020
W3134998160;2021
W902002234;2015
W2099632531;1993
W98783010;2009
W1589194756;2020
W103709923;2014
W1508547744;2021
W1569685525;2008
W1583966522;2003
W1604842158;1974
W2259266853;2008
W123081489;2014
W2142934037;2008
W1244185285;2015
W2026579935;1994
W143140846;2011
W117598563;2006
W2015869919;2006
W2081885650;1998
W2086253246;2007
W2177258459;2010
W144226949;2012
W1519444786;2006
W1657378199;1999
W1977489714;2005
W1999405196;2008
W2040882207;2004
W2031767702;2006
W2137085812;2011
W1833738998;2008
W2082606886;2000
W2096940398;2002
W1496971482;1975
W1507769851;1996
W2043941797;2001
W2326539157;1995
W2570702423;1988
W2069767522;2007
W1576530181;2001
W2006575100;1997
W2063850794;1998
W3215614274;2001
W2186824502;2015
W1754992270;2014
W2186442690;2011
W2595205263;2020
W2601990801;2015
W2603825790;2020
W2625605252;2020
W1658908529;1998
W1484754496;2010
W2019664489;2013
W2161074502;2014
W2888695226;2018
W1637983171;2012
W1733142225;1988
W1855241132;2013
W1924554668;2014
W1988190128;2004
W1988410260;1997
W2056393188;1986
W2076342285;2015
W2082260587;1993
W2114975299;2009
W2196414108;2016
W2306686872;2013
W2555868311;2016
W3126024536;2014
W2914636447;2019
W755758;2014
W1490656826;2014
W1535291710;2008
W1830505446;2015
W2552610044;2016
W2586602082;2015
W2586873152;2017
W2978685776;2015
W2055902858;2016
W2007857867;2011
W2117948473;2011
W1527139820;2008
W1914972138;2007
W1994353924;2006
W3171359155;2021
W1981726630;2006
W2010277491;2008
W2030168907;2010
W2053177975;1997
W2148396560;2004
W2545690263;2016
W1565981751;2015
W135640232;2009
W2339422620;2015
W581453291;2011
W582647159;2012
W1506221482;1994
W2145190190;2011
W2234008935;2012
W2310652125;2003
W2461391906;2016
W228428956;2012
W1537144150;2012
W1607393137;['']
W1685769447;2014
W1982247528;2012
W2000916350;2005
W2032291875;2004
W2102636582;2010
W2104927683;2013
W2143379125;2004
W2156606324;2014
W2164014350;2019
W2174214674;2016
W2294469240;2015
W2534695485;2013
W2613019624;2008
W2725783203;2016
W2800289959;2013
W2891209094;2013
W654687083;2014
W1510754220;2013
W1979332266;2012
W2027971004;1998
W2588364249;2014
W2795321064;2007
W2772646864;2017
W137023608;2002
W1590002487;2020
W1655152282;2014
W1972866127;2009
W1981940180;2012
W2033019761;2006
W2048504820;2004
W2097075591;2011
W2152171016;2003
W2167440380;2011
W2611415567;2020
W1523892353;2015
W379622356;2008
W767151869;2009
W1975069219;2012
W1991704193;2013
W1999594671;2012
W2017709231;2012
W2021023566;1997
W2024605239;2011
W2036088997;2013
W2045906573;2009
W2063525260;2004
W2095907212;2011
W2165297855;2008
W1553190750;2015
W2001772963;2011
W2107651981;2012
W2094426131;2014
W1631608431;2010
W1982058414;2006
W100381535;2006
W260521649;1971
W2140108855;1998
W2382114868;['']
W2138121962;2003
W2807402991;2018
W2005766720;2014
W2024363929;2012
W2039461303;2015
W2081434502;2002
W2084132167;2004
W2140661675;2014
W2290180146;2016
W2502410315;2016
W3122817202;2007
W1977874738;2014
W118306938;2008
W360699150;2003
W1970117371;2005
W2080825324;2000
W2335270293;2013
W2785576961;2001
W2166199315;['']
W92574108;2011
W1159970551;['']
W1577420525;2001
W1580314075;1970
W2056550813;2011
W2325949546;2006
W2528419741;2008
W2475365763;2016
W613277099;2014
W613281947;2012
W1505861302;2002
W1848862648;2014
W1966216076;2006
W1995776910;2013
W2024064084;2013
W2030318182;1997
W2042865927;2010
W2166294539;2007
W2265028257;2015
W2338578483;2011
W2464172402;2011
W2887189825;2018
W341430511;2013
W1538909817;2012
W2041068616;2014
W2088700588;2013
W2186563495;2013
W2420428295;['']
W2755627252;2017
W2921653656;2018
W1549741775;1996
W2018330327;2001
W2037487691;1993
W2037767660;2002
W2043708607;2008
W2124794904;2009
W2138473441;2008
W2593989982;2015
W2737815569;2018
W2758214992;2013
W2947165716;2017
W2108071957;2014
W1443964;2012
W180460169;2008
W1484864026;1983
W1499551070;2011
W1523895391;1999
W1569268909;2013
W1573234480;2000
W1597518486;2019
W1831066781;2007
W1979607182;2008
W2023316955;1999
W2026105064;2001
W2044101938;1961
W2153074980;2006
W2164829185;2004
W2245082894;['']
W2250502219;2008
W2618239036;2009
W2912564916;1996
W3134136976;1996
W1587239180;2013
W2121583316;2013
W1461972991;2005
W3216660200;2003
W2186035965;2007
W1502401714;1994
W1969085069;2005
W2188135545;2003
W2597089492;2015
W58517354;1988
W2005687596;1998
W2187220505;2014
W2204664585;2011
W2263120967;2005
W2414795054;2010
W2898910322;2018
W2075080487;2002
W2761391528;2017
W2900648999;2018
W3000305901;2021
W101591081;2016
W1963527934;1990
W2010760622;2008
W2027504558;2014
W2038739163;2012
W2046621109;2011
W2102991511;2014
W2104548882;2015
W2119665098;1994
W2140480569;2003
W2155555602;2012
W2303876535;2015
W2317359737;2016
W2327715917;1999
W2543208443;2017
W2789153938;2019
W2792015187;2018
W3043707063;2020
W2037897326;2014
W2187361300;2015
W2746865092;2017
W2756343612;2017
W2763595516;2018
W2778803536;2017
W2788121490;2018
W2792453363;2018
W2795805961;2018
W2888124523;2018
W2963037989;2016
W3186836311;2021
W2025701562;2013
W2039472268;2001
W2094388844;2015
W2567289819;2016
W2619373481;2020
W2784121464;2018
W2884631565;2018
W3113233324;2020
W3194412717;2020
W4250020067;2020
W14668906;2013
W200122686;2005
W1529658131;2009
W2000906250;2010
W2054829852;2008
W2067623856;2010
W2130706604;2009
W2136379367;2010
W2327099293;1993
W2008246462;2005
W1609064765;2004
W1979072331;1994
W1622896514;1966
W1983132991;2000
W2154325964;1997
W2020567301;1995
W2127890855;2006
W2060054382;2004
W2119526061;2004
W2157771935;1999
W2790535908;2018
W1572873263;2013
W2005598996;2003
W2073719245;2012
W2094713641;1996
W2999632887;2005
W4231958444;2007
W2123305230;2004
W1582856088;2003
W1584162686;1984
W1589957516;2003
W2164395948;2000
W2314296795;2000
W2531321827;2003
W1524402640;1999
W2160339264;2001
W1537033052;2000
W1553564015;1974
W1784474450;1999
W1808400401;1999
W1981782231;1997
W2023261331;1999
W2083367095;1998
W2083622444;1999
W2097588612;2000
W2125846141;1994
W2131243483;1993
W2153395657;2000
W3146115948;2012
W1987665027;1999
W2134648895;2009
W2051162681;1991
W186526648;2009
W49981513;2014
W194581509;2006
W918885930;2006
W1535481909;2002
W1562431831;1997
W1574987893;2007
W1623993404;2015
W1938949600;2002
W1994332832;2008
W2120983913;2007
W2134649058;2006
W2154988295;2001
W2171572352;2002
W2186439452;2001
W2276907903;2006
W2334443621;1936
W2520980115;2006
W2992286650;1998
W3021596634;2008
W3142609019;2013
W3149714274;['']
W2214793335;2005
W160141526;2001
W1583325519;2020
W2069910313;1999
W2338363153;2004
W2623507888;2020
W2637299128;2020
W2952724307;2001
W2062299969;2006
W2589361247;2018
W154435716;2014
W180017665;2005
W2163052207;2012
W1976786388;2002
W2128761832;1997
W2006860519;2013
W146921794;1988
W2000555927;2004
W2004301609;1990
W2039337480;1996
W2066378800;2005
W2095425753;2007
W2179875763;2011
W2236999244;1994
W2119777411;2011
W1556867390;1970
W1974383696;2003
W1981165702;1972
W1992251940;1993
W1999661257;2003
W2000334064;1995
W2025972579;2009
W2038785872;2007
W2048582565;2002
W2050240516;1979
W2295305143;1999
W2947918943;1991
W2066043656;2007
W2189310127;2010
W2015024881;1993
W2625218008;2009
W1965860454;2012
W1806536191;2001
W1487883382;2005
W1598615889;1970
W2036606582;1994
W2095778586;2003
W2600863327;2020
W2610630437;2020
W1965331010;2013
W1986138555;2006
W2082806796;2013
W2112927083;2011
W2117848422;2008
W2134109465;2011
W2148155680;2011
W2158480578;2011
W2169407075;1996
W1976902708;2012
W1571737405;2011
W2028738824;2009
W2042137593;2007
W2062741320;2009
W2091371898;2008
W2093602942;2011
W2121657355;2009
W2128985422;2010
W2161513072;2006
W2049117125;2013
W7346899;2004
W1517658224;1998
W2034662299;1998
W2152356050;2004
W2946446931;2012
W2059265737;2014
W2070414677;2000
W1972234382;2013
W2030510244;2010
W2053626537;1995
W2148443008;1977
W2040490164;2011
W2168424691;2005
W1859502711;1994
W2140583804;2009
W2766069;2006
W571867550;2007
W2506990612;2008
W2036089805;2013
W2153245131;2015
W45363858;1995
W563246804;2000
W1500151553;1993
W2011316522;1992
W2013895622;2010
W2073008783;2014
W2084386879;1997
W2158509606;2013
W2485186832;1951
W2604173550;['']
W2900656925;2005
W3209451673;2016
W2064512588;1996
W2185466922;2013
W1508090577;1995
W2185963254;2013
W2186132756;2011
W2922141652;1996
W2303505610;2015
W2068300417;2005
W26157903;['']
W1596259790;2003
W1993996637;1993
W2015871045;1987
W2038383985;1995
W2048720856;1995
W2141160658;2001
W2782857482;1997
W2911597247;2000
W2942260894;2004
W2943787593;2000
W2989986392;2003
W2990566172;2001
W113167359;2005
W62096561;['']
W1486794355;2001
W2171148471;1996
W3021149579;2001
W1518101063;2010
W314973237;2007
W1965911588;1986
W2027436560;2010
W2154827584;2001
W2158926158;1999
W2465704970;2006
W2000754610;2011
W283818690;2002
W567578756;2007
W1525713919;2008
W1853729292;2013
W1992047773;2008
W2010295525;1999
W2022964821;2002
W2051927939;2005
W2093333946;1995
W2097781150;2009
W2101428776;2013
W2103688176;1991
W2111982465;1998
W2131787427;2003
W2148000613;2009
W2155204561;2005
W2507501800;2007
W2967150979;1999
W2045147129;2010
W1555430719;1986
W1987373466;2005
W2026275875;1999
W2171312300;2009
W2121657893;2012
W1992547609;1998
W2134864257;2005
W278724970;2002
W1525523485;1996
W1808749005;1989
W2413724404;2000
W2151163929;2011
W1599266738;2010
W2188668978;2007
W2319352554;2011
W2601664585;2009
W2185571216;2015
W324068364;2013
W1581610320;2013
W2241558951;2011
W1997184356;1995
W2987248860;2008
W2241635863;2015
W2051654347;2014
W2466488885;2015
W1034641626;2012
W1973421543;2009
W2013894091;2002
W2022471742;2007
W2032808143;2004
W2062428460;1997
W2066424864;2003
W2071898788;2004
W2080362575;2006
W2106876714;2002
W2150107692;2004
W3000519873;2020
W2152979460;2004
W2170620902;2015
W2298650756;2017
W3011689967;2019
W1538668804;2015
W1894026990;2011
W2068553215;2007
W2068727120;2011
W2098520345;2003
W2114703220;2008
W2137499279;2014
W2147250818;2011
W2165271149;2014
W2165724534;2007
W2188500086;2015
W2402897688;2016
W2531991734;2014
W2535790324;2016
W2549443134;2014
W2576045882;2017
W3185273086;2021
W2040041239;2015
W2043045369;2012
W2047402336;2009
W2047722764;2011
W2050544486;2013
W2068950284;2011
W2147242382;2010
W2147903644;2002
W2197419593;2015
W2229076815;2016
W2501933020;2015
W2563637696;2014
W2570937310;2017
W2602414392;2017
W2730393743;2017
W2754520368;2018
W2808400382;2019
W2810394821;2018
W2898166493;2019
W2900466149;2018
W2908928685;2019
W2916941958;2019
W2952915689;2020
W3009232303;2014
W3014703363;2020
W3041712829;2020
W147431868;2008
W2000989262;2006
W2032810352;1996
W2054093939;2005
W1687426068;2008
W2150343521;2014
W435690375;2005
W2276890555;2000
W2164203273;2014
W2010981565;2005
W2185246811;2013
W2188619247;2007
W2186558394;2012
W2030971105;2010
W2297909879;2015
W1548070659;2004
W2065405168;2014
W244402414;2006
W1992883909;1965
W2549269646;2014
W1507139852;1998
W2103956689;1995
W2245658783;2020
W2614360572;2020
W2737452594;2020
W2781023567;2017
W93069472;2015
W1512618841;2005
W1940424627;2015
W1954191104;1985
W1970185697;1997
W1993363141;2001
W2461841407;2015
W2784814285;2015
W50165539;2011
W50628548;2015
W201090133;2000
W2024937874;2006
W2040368503;2010
W2994228855;2012
W1586506871;2010
W2049993050;1997
W2894898395;1995
W3009460787;2012
W3012094427;2020
W1560928231;2014
W2088687376;2014
W2117372020;2011
W3036762628;2020
W1495610819;2006
W2038379121;2011
W3110002861;2020
W2098604949;2007
W2774162026;2017
W3005339091;2020
W3153671122;2021
W1575651469;1999
W2523075551;2011
W3183407682;2013
W41375590;2018
W203422849;2002
W581464412;2010
W594599759;2004
W607675523;2004
W627953917;1999
W628494622;2000
W1480357119;2009
W1988063205;1985
W2095451842;1995
W2328970510;1994
W2475862227;2009
W2595265029;2012
W2970106570;2003
W3185929831;2012
W602565351;2010
W44136952;['']
W322870330;2005
W1972155213;2000
W1981544430;2002
W1987597583;2005
W1989680596;1999
W2002047882;2002
W2045390609;2003
W2056924304;2002
W2074823385;2005
W2135674522;2004
W2265386805;2002
W1966513217;2012
W156794631;2005
W1855238771;1998
W137363807;1997
W29329848;2009
W2053677972;2009
W2061309936;2005
W3041037505;1993
W2140756644;1979
W2073726158;2001
W1601343908;1983
W2171301064;1984
W2316162304;1985
W2733073700;1993
W249110829;2012
W244830630;2008
W1498830980;2007
W1502185865;2010
W1560376261;1973
W1580489308;2004
W2028858802;1999
W2053491267;1998
W2131784116;2007
W2132406018;2009
W2146785975;2004
W3192612733;1990
W2789256151;2018
W2131782647;2008
W1497778160;1998
W115802840;1994
W1502456611;1997
W1518343983;2021
W1700887661;1978
W1991423553;1995
W2141158274;1997
W2163432640;1992
W2204136919;1989
W2990085944;1991
W3015237556;1994
W62177209;2003
W2012813937;2008
W2056330418;1996
W3142782556;2002
W2129609436;2008
W165394847;1985
W166823046;['']
W1921466535;2002
W1971626636;2006
W2015387681;2006
W2015478155;1981
W2093496353;2006
W2611507915;['']
W2018515861;1993
W1496973896;2001
W2801694721;2018
W2017333168;1997
W2038621893;1996
W2057665476;2001
W2188556476;2013
W2430508348;2014
W1556978320;2015
W631995869;1953
W1554149618;2003
W1923794885;1962
W1995743813;1953
W2047696271;1991
W2081519473;1993
W2127817475;2021
W2144463042;2000
W2794858295;1957
W1987632117;2010
W1536164530;2004
W2036962394;1987
W2138561046;2000
W2142893488;1993
W2157625238;2005
W2545563214;1988
W4207080139;2021
W2993388063;2019
W3033105245;2020
W3095153660;2020
W3117810867;2021
W3185556235;2021
W3188562649;2021
W1485351138;2006
W1793364749;2004
W32261593;1997
W2231037435;2000
W2162542917;2014
W169948973;1997
W1499263848;2006
W1520876186;2003
W1525608486;2010
W1554552590;2002
W1599116142;2007
W1973882593;2009
W1977286427;1997
W2003374162;2009
W2008825251;2001
W2079513956;2007
W2081083879;2001
W2096727257;2009
W2107026996;2009
W2140341494;2005
W2141864333;2010
W2144208367;2004
W2186019452;2000
W2626359740;2010
W2185619352;2012
W2139439963;2007
W2997215705;1992
W2186549639;2003
W626501673;1997
W1510367724;1998
W2186850763;2002
W2340421078;2007
W1578622402;1998
W2015200417;1991
W2913378083;1985
W3158461684;2021
W1918573359;2015
W2033875152;2013
W2108950639;2006
W2562493431;2017
W2578121490;2017
W2785203562;2017
W2944742827;2019
W4309637333;2022
W1545171730;2010
W2009365817;2014
W2015146723;2012
W2016475025;2009
W2024396423;2011
W2040560796;2014
W2167557029;2013
W2257209961;2016
W2600957727;2017
W2775942067;2017
W2792944616;2018
W2801218643;2018
W2830776308;2018
W2943658921;2019
W2946250621;2020
W2946601762;2019
W2947739760;2019
W2958839267;2015
W2980572741;2019
W3035893191;2020
W3089586505;2021
W3091212275;2021
W3094010347;2021
W3097121097;2020
W3097763582;2020
W3100934696;2021
W3106861604;2021
W3111598157;2021
W3126950517;2021
W3127071514;2021
W3127364545;2020
W3150505644;2019
W3151748356;2021
W3180234393;2021
W3193519914;2021
W4210317271;2022
W4225439791;2022
W4292363420;2022
W4312571059;2022
W1882678898;2011
W2906791109;2019
W2921402740;2019
W2952785459;2019
W4232708598;2007
W76140929;2007
W135883027;2005
W259951823;2012
W1832165417;2003
W2285354604;2006
W2122872473;2006
W1755474767;2000
W2100254785;2006
W4210447287;2003
W1876191121;1996
W1976637107;2006
W3146799078;2007
W63216836;1990
W107228205;1996
W645682906;1992
W1482198729;1990
W1509694784;1985
W1548662757;1995
W1552200030;2002
W1665484771;1978
W1868701523;1998
W1880201259;1984
W1966137231;1999
W1966530137;1975
W1967312221;1980
W1969030618;1994
W1971996887;1981
W1973219921;1996
W1976281397;1963
W1978583305;1994
W1988999059;1996
W1992057008;1997
W2005115334;1989
W2006941615;1986
W2013418317;1995
W2021681034;1994
W2030389166;1994
W2030486030;1996
W2030938213;1976
W2037540432;1994
W2038494973;1996
W2039131126;1987
W2041557820;1977
W2043906018;1996
W2048166157;1993
W2050677918;2005
W2053719939;1986
W2055427419;1990
W2056379660;1986
W2071370611;1991
W2075416894;1993
W2075517222;1992
W2080694909;1995
W2083024217;1998
W2083359105;1973
W2085430641;1992
W2085565683;1977
W2089508130;1980
W2092740844;1998
W2094595478;1965
W2110188932;2002
W2110851645;1988
W2115245614;2002
W2120676273;1997
W2120784839;1993
W2125318269;1980
W2130716560;1995
W2132080973;1997
W2132765670;1997
W2135771412;1994
W2148942687;1993
W2150234811;1995
W2165109986;1994
W2165296995;1992
W2178815883;2004
W2239951476;1982
W2300894762;1960
W2410426270;1971
W2416416673;1979
W2729723343;1994
W2022016651;2012
W2149823506;1997
W2141413057;2000
W2132542737;1995
W2152843171;1996
W1971492392;1997
W2134512579;2004
W2103520324;2005
W1986446847;1995
W1999464409;1998
W2008785686;1998
W2058205649;2002
W2071341394;2002
W2080079240;2005
W2095105461;1996
W2099019241;2002
W2107223217;1997
W2170520721;2005
W4236211428;1998
W1580749063;1969
W2000610022;2007
W20088603;2005
W1968165187;2005
W2019719209;2006
W2058707859;2006
W4292904840;2003
W2727426218;2000
W2889296203;2013
W2164408251;2011
W2064762238;2007
W2034868451;1986
W2072014455;2006
W2024248924;2008
W2144988875;2007
W1967059407;1992
W1975601131;2001
W1988368713;1998
W2004599511;1991
W2023097657;1996
W2047539466;2002
W2098364024;1993
W2100416861;2002
W2118000394;2002
W2124020042;2002
W2127791224;2003
W2131057562;2005
W2137576942;1994
W2222760842;2001
W2493553516;2004
W2496444460;2004
W2504624902;2004
W2079257898;2012
W2115050296;2008
W2027561693;2005
W2128651369;2003
W2050003173;2014
W2014696123;2013
W2037212383;2013
W2065918142;2010
W2117740976;1997
W4238522900;2005
W4243810777;2013
W149146595;1998
W1968259768;2009
W573892002;2001
W628303716;1992
W2003209623;1993
W2038482098;2007
W571856966;1980
W2398033612;2016
W2972585581;2019
W1483079495;2014
W2027754634;2006
W2048969761;2014
W2063637049;2013
W2082141076;2013
W2151370722;2000
W2152864241;2011
W2274566872;2015
W2569967473;2016
W2082284749;2009
W1976720663;2003
W1985558648;2006
W2001204816;2006
W2001397259;2000
W2021927806;2006
W2036692043;2007
W2042141260;2000
W2042195893;2006
W2059484208;2007
W2069577683;1994
W2090798745;1994
W2094141668;2007
W2110149129;1996
W2112318142;2004
W2114142119;2000
W2122378424;1997
W2142539020;2006
W2155094148;2007
W2156073477;2000
W4253757790;2003
W2149682364;2012
W1988265598;2006
W2121338979;2001
W2133093599;2005
W2333363918;2001
W2088007521;1992
W2101386025;2001
W2186114040;2015
W1523859669;2008
W1759737144;2013
W2065908942;2013
W2318376534;2011
W2786206491;2003
W2943088108;2005
W2763878836;2017
W2021068117;2008
W2151242492;1998
W1994513868;2010
W2112658687;1989
W2128892647;2010
W2312628309;1970
W2318631436;1970
W2321068131;1970
W2327864838;1970
W2004597403;2014
W44050478;2005
W211533436;2013
W1521961745;2012
W1989053293;2014
W1989323946;2003
W2011555532;1997
W2061380421;2013
W2063237599;2013
W2076149510;2012
W2093603568;2006
W2108069130;1956
W2125603682;['']
W2169914836;2011
W2600566311;2020
W2744155612;2017
W1990634509;2010
W2053835565;1996
W2117610326;2012
W2137476189;2003
W2154290957;2008
W2162167020;1989
W2288299866;2012
W2132897515;2005
W2091552421;2015
W1992042191;2010
W1595530562;1997
W2125674490;1991
W2140129490;2002
W2165547243;2009
W2181225540;1992
W2114045421;2010
W58543965;1998
W185133887;1988
W645376935;2000
W2081380152;2000
W2140414608;2007
W2313311099;1987
W2024108905;2003
W2944449051;2019
W144463629;1997
W152734821;2000
W1967233657;2012
W1972908312;1996
W2013648128;1988
W2025848090;2006
W2032094149;2000
W2039216081;2014
W2045625056;2008
W2054123129;2011
W2069780698;2012
W2082277640;2006
W2142370391;2010
W2146411203;1994
W2164203517;2001
W2783998074;2018
W3123367873;2007
W4236251038;2004
W1542582877;1993
W2188271034;2013
W57779773;1993
W154508857;2003
W1525865546;2001
W2054344968;1984
W2134933082;2008
W2184762319;['']
W3204600027;2015
W2242939616;2007
W280436414;1997
W2016448578;1993
W2043008695;2000
W2139499599;2000
W2171756052;1998
W2609819603;2020
W3124057355;2002
W2143229126;2001
W24730882;2011
W1519794503;1999
W1729328369;2005
W3022932144;2007
W2477742092;2016
W852344539;2006
W1995627307;2004
W2086521647;2013
W2095670680;2008
W2142350417;2005
W2166253689;2012
W2189374762;2015
W2319977679;2013
W2526348634;2017
W2618484910;2013
W2502797750;2016
W1812397371;2003
W1857678551;['']
W1982228080;2013
W2252686044;2015
W2419598046;2005
W2968510402;2019
W1995465113;2014
W2264907873;2013
W2345619321;2016
W2589084899;2017
W1570475384;2015
W1830474894;2002
W1865245995;2013
W1696063845;2015
W1485837656;2005
W1993960393;1993
W2041185655;2007
W2101533523;2011
W2111505989;2010
W2121661529;2005
W2163422327;2008
W2731097226;2012
W2074364544;2009
W631427951;2000
W1980434723;2007
W2039548155;2006
W2043636499;2007
W2124445062;2007
W2142428980;2007
W2991580459;1990
W2173979229;2016
W1973797361;2013
W1974578595;2010
W1982273147;1991
W2007606402;2011
W2025527014;2011
W2026786520;2010
W2031481420;2002
W2038248200;2005
W2051532723;2005
W2052094802;2011
W2083331284;2013
W2093152925;2005
W2122625694;2009
W2130874220;2010
W2163770008;2006
W2183256322;2013
W46343134;2000
W162856842;2001
W276528818;2001
W1990354945;2008
W2022837716;2004
W2032520112;2006
W2054941771;1996
W2142497971;2003
W3206458052;2000
W2756459700;2017
W1984927517;2006
W2024923650;2007
W2029287893;2000
W2145936815;2008
W2166518440;2012
W2291500001;2015
W2906429405;2017
W2538846050;2006
W2920905140;2018
W1489226807;1999
W1489926116;2003
W1989612271;2003
W2044101946;2011
W2050525049;2007
W2079676826;2010
W2087622270;2014
W2126460775;2003
W2141317017;2007
W2147070375;2003
W2150795540;2010
W2293381968;2015
W2338666269;1995
W2754843716;2017
W3007246962;2020
W80961713;2000
W1969199395;1999
W2014955657;2003
W2028841572;2007
W2066212501;2011
W2066470349;2002
W2087288416;2015
W2510312154;2016
W4211075179;1990
W3124366316;2021
W2147543351;1981
W2165076937;2011
W2469877382;2016
W2523566863;2016
W4241031203;2005
W2051640936;2015
W2054835537;2013
W1976145661;1989
W2027020046;2012
W2097721864;1989
W2084188856;2012
W2011228797;2009
W2124354282;2009
W1982044716;2006
W2047926687;1996
W2187865001;2005
W19453093;2000
W74402279;1978
W642730748;1990
W1599724836;2003
W1606108609;1996
W1977208261;1983
W1993171619;2001
W2003862327;2003
W2070048572;2000
W2140148014;2002
W2240543222;2000
W2241035271;2000
W2242068112;1997
W2246209547;2000
W2248135843;1997
W2249646735;2000
W2466995195;2001
W2482507011;2000
W2316944555;2014
W102020702;2005
W194159551;2008
W1505929623;2010
W2006073840;2010
W2051384897;2004
W2111935753;2011
W2314331881;2011
W2409269962;2005
W2996871145;2020
W1530987397;2013
W1906156172;2012
W1979307718;2002
W1984909705;2013
W2061960918;2008
W2089492451;2011
W2096275307;2005
W2126864831;2009
W2133934887;2014
W2168031966;2009
W2555530267;2017
W2762354378;2018
W2810809212;2006
W3124413565;2011
